date,State,District,Sub-District,NewCases,CumCases,Recovered,CumRecovered,Deaths,CumDeaths,ActiveCases
06/07/2021,Selangor,Hulu Langat,Penjara,67,2520,22,2419,0,0,101
06/07/2021,Selangor,Hulu Langat,Semenyih,75,5312,105,5010,0,36,266
06/07/2021,Selangor,Hulu Selangor,Ampang Pechah,6,439,2,428,0,4,7
06/07/2021,Selangor,Hulu Selangor,Batang Kali,9,506,3,487,0,4,15
06/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
06/07/2021,Selangor,Hulu Selangor,Hulu Bernam,7,198,4,188,0,3,7
06/07/2021,Selangor,Hulu Selangor,Hulu Yam,2,359,0,81,0,2,276
06/07/2021,Selangor,Hulu Selangor,Kalumpang,0,156,7,155,1,1,0
06/07/2021,Selangor,Hulu Selangor,Kerling,0,71,1,70,0,0,1
06/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
06/07/2021,Selangor,Hulu Selangor,Penjara,1,277,0,276,0,0,1
06/07/2021,Selangor,Hulu Selangor,Pertak,0,0,0,0,0,0,0
06/07/2021,Selangor,Hulu Selangor,Rasa,5,238,10,222,0,1,15
06/07/2021,Selangor,Hulu Selangor,Serendah,71,4142,59,3953,0,26,163
06/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,0,0,0,0,0,0
06/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,3,96,0,91,0,0,5
06/07/2021,Selangor,Klang,Kapar,43,20675,91,20567,0,53,55
06/07/2021,Selangor,Klang,Klang,339,32897,349,32428,15,207,262
06/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
06/07/2021,Selangor,Kuala Langat,Bandar,1,391,2,387,1,4,0
06/07/2021,Selangor,Kuala Langat,Batu,7,358,0,329,0,6,23
06/07/2021,Selangor,Kuala Langat,Jugra,1,382,1,377,0,2,3
06/07/2021,Selangor,Kuala Langat,Kelanang,6,167,7,161,0,1,5
06/07/2021,Selangor,Kuala Langat,Morib,5,492,3,481,0,9,2
06/07/2021,Selangor,Kuala Langat,Penjara,73,82,0,9,0,0,73
06/07/2021,Selangor,Kuala Langat,Tanjung 12(1),68,4669,36,4554,0,21,94
06/07/2021,Selangor,Kuala Langat,Tanjung 12(2),20,1798,42,1780,0,8,10
06/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,64,5751,52,5654,0,29,68
06/07/2021,Selangor,Kuala Selangor,Api-Api,12,175,2,160,0,1,14
06/07/2021,Selangor,Kuala Selangor,Bestari Jaya,20,1602,0,1554,0,6,42
06/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,0
06/07/2021,Selangor,Kuala Selangor,Jeram,45,1227,2,1132,0,10,85
06/07/2021,Selangor,Kuala Selangor,Kuala Selangor,10,601,2,572,0,5,24
06/07/2021,Selangor,Kuala Selangor,ljok,68,3886,28,3768,2,27,91
06/07/2021,Selangor,Kuala Selangor,Pasangan,0,46,1,42,0,0,4
06/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,7,0,0,5
06/07/2021,Selangor,Kuala Selangor,Tanjong Karang,4,704,4,691,0,7,6
06/07/2021,Selangor,Kuala Selangor,Ujong Permatang,1,133,0,129,0,2,2
06/07/2021,Selangor,Petaling,Bukit Raja,50,6136,44,6014,1,28,94
06/07/2021,Selangor,Petaling,Damansara,300,26285,243,25635,7,140,510
06/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
06/07/2021,Selangor,Petaling,Petaling,343,28425,283,27796,3,286,343
06/07/2021,Selangor,Petaling,Sungai Buloh,211,18090,211,17686,2,94,310
06/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,4,127,0,119,0,4,4
06/07/2021,Selangor,Sabak Bernam,Panchang Bedena,0,273,3,254,0,0,19
06/07/2021,Selangor,Sabak Bernam,Pasir Panjang,0,324,6,303,0,1,20
06/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
06/07/2021,Selangor,Sabak Bernam,Sabak,0,417,7,406,0,4,7
06/07/2021,Selangor,Sabak Bernam,Sungai Panjang,1,264,0,255,0,4,5
06/07/2021,Selangor,Sepang,Dengkil,136,10261,145,9959,0,43,259
06/07/2021,Selangor,Sepang,Labu,34,6324,36,6221,0,12,91
06/07/2021,Selangor,Sepang,Penjara,0,83,0,83,0,0,0
06/07/2021,Selangor,Sepang,Sepang,33,1794,95,1700,0,9,85
07/07/2021,Selangor,Gombak,Batu,167,13091,131,12546,3,132,413
07/07/2021,Selangor,Gombak,Hulu Kelang,12,3824,38,3701,0,51,72
07/07/2021,Selangor,Gombak,Kuang,12,2478,8,2344,0,11,123
07/07/2021,Selangor,Gombak,Penjara,0,241,0,238,0,1,0
07/07/2021,Selangor,Gombak,Rawang,18,5496,16,5359,1,47,90
07/07/2021,Selangor,Gombak,Setapak,0,2423,27,2355,2,22,46
07/07/2021,Selangor,Hulu Langat,Ampang,319,13128,57,12072,5,146,910
07/07/2021,Selangor,Hulu Langat,Beranang,25,1098,1,1015,1,16,67
07/07/2021,Selangor,Hulu Langat,Cheras,223,12592,17,11857,3,130,605
07/07/2021,Selangor,Hulu Langat,Hulu Langat,18,2335,0,2231,0,25,79
07/07/2021,Selangor,Hulu Langat,Hulu Semenyih,0,0,0,0,0,0,0
07/07/2021,Selangor,Hulu Langat,Kajang,255,20116,41,18804,3,132,1180
07/07/2021,Selangor,Hulu Langat,Penjara,81,2601,24,2443,0,0,158
07/07/2021,Selangor,Hulu Langat,Semenyih,31,5343,21,5031,1,37,275
07/07/2021,Selangor,Hulu Selangor,Ampang Pechah,3,442,1,429,0,4,9
07/07/2021,Selangor,Hulu Selangor,Batang Kali,9,515,0,487,0,4,24
07/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
07/07/2021,Selangor,Hulu Selangor,Hulu Bernam,1,199,0,188,0,3,8
07/07/2021,Selangor,Hulu Selangor,Hulu Yam,3,362,0,81,1,3,278
07/07/2021,Selangor,Hulu Selangor,Kalumpang,90,246,0,155,0,1,90
07/07/2021,Selangor,Hulu Selangor,Kerling,0,71,0,70,0,0,1
07/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
07/07/2021,Selangor,Hulu Selangor,Penjara,0,277,0,276,0,0,1
07/07/2021,Selangor,Hulu Selangor,Pertak,0,0,0,0,0,0,0
07/07/2021,Selangor,Hulu Selangor,Rasa,3,241,0,222,0,1,18
07/07/2021,Selangor,Hulu Selangor,Serendah,52,4194,33,3986,1,27,181
07/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,0,0,0,0,0,0
07/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,91,0,0,5
07/07/2021,Selangor,Klang,Kapar,137,20812,86,20653,1,54,105
07/07/2021,Selangor,Klang,Klang,536,33433,405,32833,2,209,391
07/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
07/07/2021,Selangor,Kuala Langat,Bandar,3,394,1,388,0,4,2
07/07/2021,Selangor,Kuala Langat,Batu,1,359,13,342,0,6,11
07/07/2021,Selangor,Kuala Langat,Jugra,7,389,0,377,0,2,10
07/07/2021,Selangor,Kuala Langat,Kelanang,2,169,6,167,0,1,1
07/07/2021,Selangor,Kuala Langat,Morib,3,495,0,481,1,10,4
07/07/2021,Selangor,Kuala Langat,Penjara,0,82,0,9,0,0,73
07/07/2021,Selangor,Kuala Langat,Tanjung 12(1),71,4740,70,4624,0,21,95
07/07/2021,Selangor,Kuala Langat,Tanjung 12(2),39,1837,12,1792,1,9,36
07/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,47,5798,46,5700,0,29,69
07/07/2021,Selangor,Kuala Selangor,Api-Api,1,176,0,160,0,1,15
07/07/2021,Selangor,Kuala Selangor,Bestari Jaya,4,1606,0,1554,0,6,46
07/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,0
07/07/2021,Selangor,Kuala Selangor,Jeram,12,1239,0,1132,0,10,97
07/07/2021,Selangor,Kuala Selangor,Kuala Selangor,61,662,0,572,0,5,85
07/07/2021,Selangor,Kuala Selangor,ljok,85,3971,1,3769,0,27,175
07/07/2021,Selangor,Kuala Selangor,Pasangan,1,47,0,42,0,0,5
07/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,7,0,0,5
07/07/2021,Selangor,Kuala Selangor,Tanjong Karang,1,705,0,691,0,7,7
07/07/2021,Selangor,Kuala Selangor,Ujong Permatang,0,133,0,129,0,2,2
07/07/2021,Selangor,Petaling,Bukit Raja,21,6157,74,6088,0,28,41
07/07/2021,Selangor,Petaling,Damansara,460,26745,282,25917,0,140,688
07/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
07/07/2021,Selangor,Petaling,Petaling,99,28524,332,28128,16,302,94
07/07/2021,Selangor,Petaling,Sungai Buloh,86,18176,178,17864,1,95,217
07/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,3,130,0,119,0,4,7
07/07/2021,Selangor,Sabak Bernam,Panchang Bedena,0,273,0,254,0,0,19
07/07/2021,Selangor,Sabak Bernam,Pasir Panjang,1,325,0,303,0,1,21
07/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
07/07/2021,Selangor,Sabak Bernam,Sabak,2,419,0,406,0,4,9
07/07/2021,Selangor,Sabak Bernam,Sungai Panjang,0,264,0,255,0,4,5
07/07/2021,Selangor,Sepang,Dengkil,59,10320,58,10017,4,47,256
07/07/2021,Selangor,Sepang,Labu,31,6355,7,6228,0,12,115
07/07/2021,Selangor,Sepang,Penjara,3,86,0,83,0,0,3
07/07/2021,Selangor,Sepang,Sepang,16,1810,14,1714,0,9,87
08/07/2021,Selangor,Gombak,Batu,96,13187,140,12686,13,145,356
08/07/2021,Selangor,Gombak,Hulu Kelang,64,3888,40,3741,4,55,92
08/07/2021,Selangor,Gombak,Kuang,74,2552,20,2364,1,12,176
08/07/2021,Selangor,Gombak,Penjara,0,241,0,238,0,1,0
08/07/2021,Selangor,Gombak,Rawang,83,5579,51,5410,3,50,119
08/07/2021,Selangor,Gombak,Setapak,58,2481,37,2392,2,24,65
08/07/2021,Selangor,Hulu Langat,Ampang,260,13388,286,12358,4,150,880
08/07/2021,Selangor,Hulu Langat,Beranang,21,1119,25,1040,0,16,63
08/07/2021,Selangor,Hulu Langat,Cheras,228,12820,181,12038,3,133,649
08/07/2021,Selangor,Hulu Langat,Hulu Langat,29,2364,23,2254,1,26,84
08/07/2021,Selangor,Hulu Langat,Hulu Semenyih,0,0,0,0,0,0,0
08/07/2021,Selangor,Hulu Langat,Kajang,221,20337,240,19044,3,135,1158
08/07/2021,Selangor,Hulu Langat,Penjara,0,2601,33,2476,0,0,125
08/07/2021,Selangor,Hulu Langat,Semenyih,37,5380,144,5175,1,38,167
08/07/2021,Selangor,Hulu Selangor,Ampang Pechah,3,445,1,430,0,4,11
08/07/2021,Selangor,Hulu Selangor,Batang Kali,5,520,8,495,0,4,21
08/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
08/07/2021,Selangor,Hulu Selangor,Hulu Bernam,1,200,0,188,0,3,9
08/07/2021,Selangor,Hulu Selangor,Hulu Yam,4,366,0,81,0,3,282
08/07/2021,Selangor,Hulu Selangor,Kalumpang,1,247,0,155,0,1,91
08/07/2021,Selangor,Hulu Selangor,Kerling,2,73,0,70,0,0,3
08/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
08/07/2021,Selangor,Hulu Selangor,Penjara,0,277,0,276,0,0,1
08/07/2021,Selangor,Hulu Selangor,Pertak,0,0,0,0,0,0,0
08/07/2021,Selangor,Hulu Selangor,Rasa,4,245,11,233,0,1,11
08/07/2021,Selangor,Hulu Selangor,Serendah,86,4280,49,4035,0,27,218
08/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,0,0,0,0,0,0
08/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,91,0,0,5
08/07/2021,Selangor,Klang,Kapar,190,21002,19,20672,1,55,275
08/07/2021,Selangor,Klang,Klang,850,34283,69,32902,8,217,1164
08/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
08/07/2021,Selangor,Kuala Langat,Bandar,13,407,0,388,0,4,15
08/07/2021,Selangor,Kuala Langat,Batu,1,360,8,350,0,6,4
08/07/2021,Selangor,Kuala Langat,Jugra,1,390,1,378,0,2,10
08/07/2021,Selangor,Kuala Langat,Kelanang,0,169,0,167,0,1,1
08/07/2021,Selangor,Kuala Langat,Morib,5,500,5,486,0,10,4
08/07/2021,Selangor,Kuala Langat,Penjara,0,82,0,9,0,0,73
08/07/2021,Selangor,Kuala Langat,Tanjung 12(1),74,4814,20,4644,1,22,148
08/07/2021,Selangor,Kuala Langat,Tanjung 12(2),19,1856,12,1804,0,9,43
08/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,52,5850,21,5721,0,29,100
08/07/2021,Selangor,Kuala Selangor,Api-Api,4,180,0,160,0,1,19
08/07/2021,Selangor,Kuala Selangor,Bestari Jaya,7,1613,13,1567,0,6,40
08/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,0
08/07/2021,Selangor,Kuala Selangor,Jeram,12,1251,10,1142,0,10,99
08/07/2021,Selangor,Kuala Selangor,Kuala Selangor,7,669,2,574,0,5,90
08/07/2021,Selangor,Kuala Selangor,ljok,56,4027,43,3812,1,28,187
08/07/2021,Selangor,Kuala Selangor,Pasangan,0,47,0,42,0,0,5
08/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,7,0,0,5
08/07/2021,Selangor,Kuala Selangor,Tanjong Karang,3,708,5,696,0,7,5
08/07/2021,Selangor,Kuala Selangor,Ujong Permatang,0,133,0,129,0,2,2
08/07/2021,Selangor,Petaling,Bukit Raja,78,6235,41,6129,1,29,77
08/07/2021,Selangor,Petaling,Damansara,366,27111,248,26165,8,148,798
08/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
08/07/2021,Selangor,Petaling,Petaling,449,28973,219,28347,3,305,321
08/07/2021,Selangor,Petaling,Sungai Buloh,420,18596,157,18021,3,98,477
08/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,9,139,0,119,0,4,16
08/07/2021,Selangor,Sabak Bernam,Panchang Bedena,1,274,4,258,0,0,16
08/07/2021,Selangor,Sabak Bernam,Pasir Panjang,0,325,4,307,0,1,17
08/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
08/07/2021,Selangor,Sabak Bernam,Sabak,3,422,2,408,0,4,10
08/07/2021,Selangor,Sabak Bernam,Sungai Panjang,1,265,2,257,0,4,4
08/07/2021,Selangor,Sepang,Dengkil,182,10502,136,10153,1,48,301
08/07/2021,Selangor,Sepang,Labu,36,6391,41,6269,0,12,110
08/07/2021,Selangor,Sepang,Penjara,0,86,0,83,0,0,3
08/07/2021,Selangor,Sepang,Sepang,35,1845,42,1756,0,9,80
09/07/2021,Selangor,Gombak,Batu,101,13288,163,12849,1,146,293
09/07/2021,Selangor,Gombak,Hulu Kelang,47,3935,47,3788,0,55,92
09/07/2021,Selangor,Gombak,Kuang,24,2576,95,2459,0,12,105
09/07/2021,Selangor,Gombak,Penjara,0,241,0,238,0,1,0
09/07/2021,Selangor,Gombak,Rawang,26,5605,31,5441,0,50,114
09/07/2021,Selangor,Gombak,Setapak,23,2504,25,2417,0,24,63
09/07/2021,Selangor,Hulu Langat,Ampang,217,13605,237,12595,3,153,857
09/07/2021,Selangor,Hulu Langat,Beranang,27,1146,15,1055,0,16,75
09/07/2021,Selangor,Hulu Langat,Cheras,222,13042,190,12228,3,136,678
09/07/2021,Selangor,Hulu Langat,Hulu Langat,41,2405,38,2292,1,27,86
09/07/2021,Selangor,Hulu Langat,Hulu Semenyih,0,0,0,0,0,0,0
09/07/2021,Selangor,Hulu Langat,Kajang,232,20569,259,19303,1,136,1130
09/07/2021,Selangor,Hulu Langat,Penjara,10,2611,31,2507,0,0,104
09/07/2021,Selangor,Hulu Langat,Semenyih,26,5406,105,5280,3,41,85
09/07/2021,Selangor,Hulu Selangor,Ampang Pechah,6,451,2,432,0,4,15
09/07/2021,Selangor,Hulu Selangor,Batang Kali,24,544,7,502,0,4,38
09/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
09/07/2021,Selangor,Hulu Selangor,Hulu Bernam,3,203,0,188,0,3,12
09/07/2021,Selangor,Hulu Selangor,Hulu Yam,9,375,0,81,0,3,291
09/07/2021,Selangor,Hulu Selangor,Kalumpang,2,249,1,156,1,2,91
09/07/2021,Selangor,Hulu Selangor,Kerling,2,75,0,70,0,0,5
09/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
09/07/2021,Selangor,Hulu Selangor,Penjara,0,277,0,276,0,0,1
09/07/2021,Selangor,Hulu Selangor,Pertak,0,0,0,0,0,0,0
09/07/2021,Selangor,Hulu Selangor,Rasa,14,259,4,237,0,1,21
09/07/2021,Selangor,Hulu Selangor,Serendah,74,4354,89,4124,1,28,202
09/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,0,0,0,0,0,0
09/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,3,94,0,0,2
09/07/2021,Selangor,Klang,Kapar,161,21163,124,20796,0,55,312
09/07/2021,Selangor,Klang,Klang,784,35067,487,33389,3,220,1458
09/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
09/07/2021,Selangor,Kuala Langat,Bandar,1,408,1,389,0,4,15
09/07/2021,Selangor,Kuala Langat,Batu,2,362,3,353,0,6,3
09/07/2021,Selangor,Kuala Langat,Jugra,3,393,4,382,0,2,9
09/07/2021,Selangor,Kuala Langat,Kelanang,0,169,1,168,0,1,0
09/07/2021,Selangor,Kuala Langat,Morib,6,506,2,488,0,10,8
09/07/2021,Selangor,Kuala Langat,Penjara,71,153,73,82,0,0,71
09/07/2021,Selangor,Kuala Langat,Tanjung 12(1),67,4881,56,4700,0,22,159
09/07/2021,Selangor,Kuala Langat,Tanjung 12(2),13,1869,14,1818,0,9,42
09/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,63,5913,63,5784,0,29,100
09/07/2021,Selangor,Kuala Selangor,Api-Api,8,188,1,161,0,1,26
09/07/2021,Selangor,Kuala Selangor,Bestari Jaya,22,1635,17,1584,0,6,45
09/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,0
09/07/2021,Selangor,Kuala Selangor,Jeram,26,1277,12,1154,0,10,113
09/07/2021,Selangor,Kuala Selangor,Kuala Selangor,7,676,4,578,0,5,93
09/07/2021,Selangor,Kuala Selangor,ljok,55,4082,25,3837,1,29,216
09/07/2021,Selangor,Kuala Selangor,Pasangan,0,47,0,42,0,0,5
09/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,7,0,0,5
09/07/2021,Selangor,Kuala Selangor,Tanjong Karang,3,711,1,697,1,8,6
09/07/2021,Selangor,Kuala Selangor,Ujong Permatang,0,133,0,129,0,2,2
09/07/2021,Selangor,Petaling,Bukit Raja,118,6353,43,6172,0,29,152
09/07/2021,Selangor,Petaling,Damansara,716,27827,187,26352,2,150,1325
09/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
09/07/2021,Selangor,Petaling,Petaling,558,29531,167,28514,5,310,707
09/07/2021,Selangor,Petaling,Sungai Buloh,459,19055,130,18151,1,99,805
09/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,1,140,0,119,0,4,17
09/07/2021,Selangor,Sabak Bernam,Panchang Bedena,0,274,1,259,0,0,15
09/07/2021,Selangor,Sabak Bernam,Pasir Panjang,0,325,1,308,0,1,16
09/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
09/07/2021,Selangor,Sabak Bernam,Sabak,1,423,0,408,0,4,11
09/07/2021,Selangor,Sabak Bernam,Sungai Panjang,0,265,0,257,0,4,4
09/07/2021,Selangor,Sepang,Dengkil,94,10596,125,10278,1,49,269
09/07/2021,Selangor,Sepang,Labu,24,6415,54,6323,1,13,79
09/07/2021,Selangor,Sepang,Penjara,0,86,0,83,0,0,3
09/07/2021,Selangor,Sepang,Sepang,6,1851,16,1772,0,9,70
10/07/2021,Selangor,Gombak,Batu,176,13464,100,12949,4,150,365
10/07/2021,Selangor,Gombak,Hulu Kelang,142,4077,26,3814,2,57,206
10/07/2021,Selangor,Gombak,Kuang,16,2592,25,2484,1,13,95
10/07/2021,Selangor,Gombak,Penjara,1,242,0,238,1,2,0
10/07/2021,Selangor,Gombak,Rawang,49,5654,28,5469,5,55,130
10/07/2021,Selangor,Gombak,Setapak,33,2537,12,2429,3,27,81
10/07/2021,Selangor,Hulu Langat,Ampang,257,13862,27,12622,4,157,1083
10/07/2021,Selangor,Hulu Langat,Beranang,25,1171,0,1055,0,16,100
10/07/2021,Selangor,Hulu Langat,Cheras,273,13315,14,12242,4,140,933
10/07/2021,Selangor,Hulu Langat,Hulu Langat,33,2438,2,2294,0,27,117
10/07/2021,Selangor,Hulu Langat,Hulu Semenyih,1,1,0,0,0,0,1
10/07/2021,Selangor,Hulu Langat,Kajang,307,20876,12,19315,2,138,1423
10/07/2021,Selangor,Hulu Langat,Penjara,140,2751,43,2550,0,0,201
10/07/2021,Selangor,Hulu Langat,Semenyih,22,5428,6,5286,0,41,101
10/07/2021,Selangor,Hulu Selangor,Ampang Pechah,0,451,2,434,0,4,13
10/07/2021,Selangor,Hulu Selangor,Batang Kali,7,551,4,506,0,4,41
10/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,0,0,1,0,0,0
10/07/2021,Selangor,Hulu Selangor,Hulu Bernam,6,209,1,189,0,3,17
10/07/2021,Selangor,Hulu Selangor,Hulu Yam,0,375,0,81,0,3,291
10/07/2021,Selangor,Hulu Selangor,Kalumpang,3,252,0,156,0,2,94
10/07/2021,Selangor,Hulu Selangor,Kerling,1,76,1,71,0,0,5
10/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
10/07/2021,Selangor,Hulu Selangor,Penjara,0,277,0,276,0,0,1
10/07/2021,Selangor,Hulu Selangor,Pertak,0,0,0,0,0,0,0
10/07/2021,Selangor,Hulu Selangor,Rasa,11,270,3,240,1,2,28
10/07/2021,Selangor,Hulu Selangor,Serendah,122,4476,77,4201,0,28,247
10/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,0,0,0,0,0,0
10/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,94,0,0,2
10/07/2021,Selangor,Klang,Kapar,252,21415,189,20985,0,55,375
10/07/2021,Selangor,Klang,Klang,638,35705,801,34190,5,225,1290
10/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
10/07/2021,Selangor,Kuala Langat,Bandar,0,408,14,403,0,4,1
10/07/2021,Selangor,Kuala Langat,Batu,2,364,2,355,0,6,3
10/07/2021,Selangor,Kuala Langat,Jugra,4,397,5,387,0,2,8
10/07/2021,Selangor,Kuala Langat,Kelanang,0,169,0,168,0,1,0
10/07/2021,Selangor,Kuala Langat,Morib,3,509,4,492,0,10,7
10/07/2021,Selangor,Kuala Langat,Penjara,0,153,0,82,0,0,71
10/07/2021,Selangor,Kuala Langat,Tanjung 12(1),46,4927,79,4779,2,24,124
10/07/2021,Selangor,Kuala Langat,Tanjung 12(2),14,1883,40,1858,0,9,16
10/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,25,5938,53,5837,0,29,72
10/07/2021,Selangor,Kuala Selangor,Api-Api,7,195,0,161,0,1,33
10/07/2021,Selangor,Kuala Selangor,Bestari Jaya,13,1648,0,1584,1,7,57
10/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,0
10/07/2021,Selangor,Kuala Selangor,Ijok,51,4133,3762,3843,21,29,261
10/07/2021,Selangor,Kuala Selangor,Jeram,29,1306,0,1154,0,10,142
10/07/2021,Selangor,Kuala Selangor,Kuala Selangor,15,691,0,578,0,5,108
10/07/2021,Selangor,Kuala Selangor,Pasangan,1,48,0,42,0,0,6
10/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,7,0,0,5
10/07/2021,Selangor,Kuala Selangor,Tanjong Karang,15,726,0,697,0,8,21
10/07/2021,Selangor,Kuala Selangor,Ujong Permatang,0,133,0,129,0,2,2
10/07/2021,Selangor,Petaling,Bukit Raja,40,6393,68,6240,2,31,122
10/07/2021,Selangor,Petaling,Damansara,235,28062,379,26731,3,153,1178
10/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
10/07/2021,Selangor,Petaling,Petaling,306,29837,357,28871,9,319,647
10/07/2021,Selangor,Petaling,Sungai Buloh,701,19756,291,18442,1,100,1214
10/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,4,144,0,119,0,4,21
10/07/2021,Selangor,Sabak Bernam,Panchang Bedena,9,283,0,259,0,0,24
10/07/2021,Selangor,Sabak Bernam,Pasir Panjang,2,327,0,308,0,1,18
10/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
10/07/2021,Selangor,Sabak Bernam,Sabak,2,425,1,409,0,4,12
10/07/2021,Selangor,Sabak Bernam,Sungai Panjang,4,269,0,257,0,4,8
10/07/2021,Selangor,Sepang,Dengkil,170,10766,42,10320,0,49,397
10/07/2021,Selangor,Sepang,Labu,29,6444,8,6331,0,13,100
10/07/2021,Selangor,Sepang,Penjara,0,86,0,83,0,0,3
10/07/2021,Selangor,Sepang,Sepang,30,1881,0,1772,0,9,100
11/07/2021,Selangor,Gombak,Batu,258,13722,85,13034,3,153,535
11/07/2021,Selangor,Gombak,Hulu Kelang,12,4089,39,3853,0,57,179
11/07/2021,Selangor,Gombak,Kuang,81,2673,17,2501,0,13,159
11/07/2021,Selangor,Gombak,Penjara,0,242,0,238,0,2,0
11/07/2021,Selangor,Gombak,Rawang,42,5696,36,5505,3,58,133
11/07/2021,Selangor,Gombak,Setapak,11,2548,10,2439,0,27,82
11/07/2021,Selangor,Hulu Langat,Ampang,355,14217,189,12811,2,159,1247
11/07/2021,Selangor,Hulu Langat,Beranang,43,1214,17,1072,0,16,126
11/07/2021,Selangor,Hulu Langat,Cheras,272,13587,144,12386,1,141,1060
11/07/2021,Selangor,Hulu Langat,Hulu Langat,49,2487,13,2307,0,27,153
11/07/2021,Selangor,Hulu Langat,Hulu Semenyih,1,0,0,0,0,0,2
11/07/2021,Selangor,Hulu Langat,Kajang,278,21154,207,19522,4,142,1490
11/07/2021,Selangor,Hulu Langat,Penjara,53,2804,43,2593,0,0,211
11/07/2021,Selangor,Hulu Langat,Semenyih,24,5452,29,5315,0,41,96
11/07/2021,Selangor,Hulu Selangor,Ampang Pechah,7,458,1,435,0,4,19
11/07/2021,Selangor,Hulu Selangor,Batang Kali,18,569,4,510,0,4,55
11/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
11/07/2021,Selangor,Hulu Selangor,Hulu Bernam,3,212,1,190,0,3,19
11/07/2021,Selangor,Hulu Selangor,Hulu Yam,2,377,0,81,0,3,293
11/07/2021,Selangor,Hulu Selangor,Kalumpang,1,253,4,160,0,2,91
11/07/2021,Selangor,Hulu Selangor,Kerling,0,76,2,73,0,0,3
11/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
11/07/2021,Selangor,Hulu Selangor,Penjara,0,277,1,277,0,0,0
11/07/2021,Selangor,Hulu Selangor,Pertak,0,0,0,0,0,0,0
11/07/2021,Selangor,Hulu Selangor,Rasa,5,275,1,241,0,2,32
