date,District,Sub-District,NewCases,CumCases,Recovered,CumRecovered,Deaths,CumDeaths,ActiveCases
27/07/2021,Hulu Selangor,Kalumpang,0,333,2,312,0,3,18
27/07/2021,Hulu Selangor,Kerling,2,123,3,97,0,0,26
27/07/2021,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
27/07/2021,Hulu Selangor,Penjara,0,278,0,278,0,0,0
27/07/2021,Hulu Selangor,Pertak,0,11,2,7,0,0,4
27/07/2021,Hulu Selangor,Rasa,4,358,0,327,0,4,27
27/07/2021,Hulu Selangor,Serendah,63,6539,58,5777,1,43,719
27/07/2021,Hulu Selangor,Sungai Gumut,0,1,0,0,0,0,1
27/07/2021,Hulu Selangor,Sungai Tinggi,0,96,0,96,0,0,0
27/07/2021,Klang,Kapar,136,24032,80,23623,0,65,344
27/07/2021,Klang,Klang,785,50486,671,47338,12,320,2828
27/07/2021,Klang,Penjara,0,13,0,13,0,0,0
27/07/2021,Kuala Langat,Bandar,13,503,3,475,0,4,24
27/07/2021,Kuala Langat,Batu,20,459,3,406,0,8,45
27/07/2021,Kuala Langat,Jugra,7,513,10,467,0,2,44
27/07/2021,Kuala Langat,Kelanang,8,244,4,213,0,2,29
27/07/2021,Kuala Langat,Morib,3,593,5,574,0,12,7
27/07/2021,Kuala Langat,Penjara,0,307,0,296,0,0,11
27/07/2021,Kuala Langat,Tanjung 12(1),109,6657,98,6186,4,42,429
27/07/2021,Kuala Langat,Tanjung 12(2),41,2419,24,2265,0,13,141
27/07/2021,Kuala Langat,Telok Panglima Garang,66,7025,51,6718,1,41,266
27/07/2021,Kuala Selangor,Api-Api,9,295,5,238,0,2,55
27/07/2021,Kuala Selangor,Bestari Jaya,34,1925,18,1791,0,10,124
27/07/2021,Kuala Selangor,Hulu Tinggi,0,1,0,0,0,0,1
27/07/2021,Kuala Selangor,Ijok,127,5743,128,5099,0,37,607
27/07/2021,Kuala Selangor,Jeram,65,1817,14,1502,0,18,297
27/07/2021,Kuala Selangor,Kuala Selangor,39,943,9,788,0,8,147
27/07/2021,Kuala Selangor,Pasangan,0,59,2,50,0,0,9
27/07/2021,Kuala Selangor,Penjara,0,12,0,12,0,0,0
27/07/2021,Kuala Selangor,Tanjong Karang,17,913,1,783,0,13,117
27/07/2021,Kuala Selangor,Ujong Permatang,2,149,1,135,0,2,12
27/07/2021,Petaling,Bukit Raja,130,8513,102,7781,3,48,684
27/07/2021,Petaling,Damansara,1421,40010,597,36204,6,240,3566
27/07/2021,Petaling,Penjara,0,18,0,17,0,1,0
27/07/2021,Petaling,Petaling,648,40467,755,37543,18,458,2466
27/07/2021,Petaling,Sungai Buloh,445,27756,473,25613,5,175,1968
27/07/2021,Sabak Bernam,Bagan Nakhoda Omar,1,182,0,159,0,5,18
27/07/2021,Sabak Bernam,Panchang Bedena,2,495,10,337,0,1,157
27/07/2021,Sabak Bernam,Pasir Panjang,4,432,6,372,0,3,57
27/07/2021,Sabak Bernam,Penjara,0,4,0,4,0,0,0
27/07/2021,Sabak Bernam,Sabak,7,493,3,435,0,7,51
27/07/2021,Sabak Bernam,Sungai Panjang,3,333,1,279,0,5,49
27/07/2021,Sepang,Dengkil,176,13331,105,12485,3,66,780
27/07/2021,Sepang,Labu,41,7134,41,6910,0,19,205
27/07/2021,Sepang,Penjara,0,89,0,87,0,0,2
27/07/2021,Sepang,Sepang,22,2374,54,2240,2,19,115
28/07/2021,Gombak,Batu,581,20288,312,18087,4,217,1984
28/07/2021,Gombak,Hulu Kelang,153,6088,75,5523,1,69,496
28/07/2021,Gombak,Kuang,93,3903,15,3535,0,21,347
28/07/2021,Gombak,Penjara,0,242,0,238,0,4,0
28/07/2021,Gombak,Rawang,186,8577,123,7673,2,91,813
28/07/2021,Gombak,Setapak,8,3407,19,3345,1,35,27
28/07/2021,Hulu Langat,Ampang,404,20411,373,17264,6,276,2871
28/07/2021,Hulu Langat,Beranang,76,2569,66,2044,0,22,503
28/07/2021,Hulu Langat,Cheras,264,18218,361,15923,4,195,2100
28/07/2021,Hulu Langat,Hulu Langat,187,3819,66,3114,1,41,664
28/07/2021,Hulu Langat,Hulu Semenyih,0,10,0,8,0,2,0
28/07/2021,Hulu Langat,Kajang,457,27270,326,24254,4,208,2808
28/07/2021,Hulu Langat,Penjara,21,3398,7,3122,0,4,272
28/07/2021,Hulu Langat,Semenyih,98,7303,156,6167,1,52,1084
28/07/2021,Hulu Selangor,Ampang Pechah,15,598,4,535,0,6,57
28/07/2021,Hulu Selangor,Batang Kali,36,897,10,758,0,9,130
28/07/2021,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
28/07/2021,Hulu Selangor,Hulu Bernam,7,301,10,277,0,9,15
28/07/2021,Hulu Selangor,Hulu Yam,1,524,0,81,0,7,436
28/07/2021,Hulu Selangor,Kalumpang,2,335,1,313,0,3,19
28/07/2021,Hulu Selangor,Kerling,2,125,1,98,0,0,27
28/07/2021,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
28/07/2021,Hulu Selangor,Penjara,0,278,0,278,0,0,0
28/07/2021,Hulu Selangor,Pertak,1,12,1,8,0,0,4
28/07/2021,Hulu Selangor,Rasa,13,371,2,329,0,4,38
28/07/2021,Hulu Selangor,Serendah,219,6758,121,5898,0,43,817
28/07/2021,Hulu Selangor,Sungai Gumut,0,1,0,0,0,0,1
28/07/2021,Hulu Selangor,Sungai Tinggi,1,97,0,96,0,0,1
28/07/2021,Klang,Kapar,178,24210,113,23736,1,66,408
28/07/2021,Klang,Klang,885,51371,1041,48379,10,330,2662
28/07/2021,Klang,Penjara,0,13,0,13,0,0,0
28/07/2021,Kuala Langat,Bandar,2,505,3,478,0,4,23
28/07/2021,Kuala Langat,Batu,17,476,0,406,0,8,62
28/07/2021,Kuala Langat,Jugra,0,513,6,473,0,2,38
28/07/2021,Kuala Langat,Kelanang,0,244,2,215,0,2,27
28/07/2021,Kuala Langat,Morib,8,601,0,574,0,12,15
28/07/2021,Kuala Langat,Penjara,0,307,0,296,0,0,11
28/07/2021,Kuala Langat,Tanjung 12(1),50,6707,64,6250,0,42,415
28/07/2021,Kuala Langat,Tanjung 12(2),19,2438,16,2281,0,13,144
28/07/2021,Kuala Langat,Telok Panglima Garang,58,7083,48,6766,0,41,276
28/07/2021,Kuala Selangor,Api-Api,5,300,2,240,0,2,58
28/07/2021,Kuala Selangor,Bestari Jaya,15,1940,30,1821,0,10,109
28/07/2021,Kuala Selangor,Hulu Tinggi,0,1,0,0,0,0,1
28/07/2021,Kuala Selangor,Ijok,102,5845,79,5178,0,37,630
28/07/2021,Kuala Selangor,Jeram,23,1840,47,1549,0,18,273
28/07/2021,Kuala Selangor,Kuala Selangor,17,960,13,801,0,8,151
28/07/2021,Kuala Selangor,Pasangan,0,59,0,50,0,0,9
28/07/2021,Kuala Selangor,Penjara,0,12,0,12,0,0,0
28/07/2021,Kuala Selangor,Tanjong Karang,19,932,20,803,0,13,116
28/07/2021,Kuala Selangor,Ujong Permatang,0,149,0,135,0,2,12
28/07/2021,Petaling,Bukit Raja,126,8639,101,7882,0,48,709
28/07/2021,Petaling,Damansara,1044,41054,456,36660,0,240,4154
28/07/2021,Petaling,Penjara,0,18,0,17,0,1,0
28/07/2021,Petaling,Petaling,894,41361,553,38096,1,459,2806
28/07/2021,Petaling,Sungai Buloh,633,28389,394,26007,3,178,2204
28/07/2021,Sabak Bernam,Bagan Nakhoda Omar,2,184,5,164,0,5,15
28/07/2021,Sabak Bernam,Panchang Bedena,10,505,14,351,0,1,153
28/07/2021,Sabak Bernam,Pasir Panjang,4,436,15,387,0,3,46
28/07/2021,Sabak Bernam,Penjara,0,4,0,4,0,0,0
28/07/2021,Sabak Bernam,Sabak,1,494,9,444,0,7,43
28/07/2021,Sabak Bernam,Sungai Panjang,3,336,6,285,0,5,46
28/07/2021,Sepang,Dengkil,135,13466,66,12551,1,67,848
28/07/2021,Sepang,Labu,57,7191,10,6920,0,19,252
28/07/2021,Sepang,Penjara,0,89,1,88,0,0,1
28/07/2021,Sepang,Sepang,37,2411,9,2249,1,20,142
29/07/2021,Gombak,Batu,413,20701,401,18488,5,222,1991
29/07/2021,Gombak,Hulu Kelang,130,6218,86,5609,0,69,540
29/07/2021,Gombak,Kuang,65,3968,51,3586,0,21,361
29/07/2021,Gombak,Penjara,0,242,0,238,0,4,0
29/07/2021,Gombak,Rawang,169,8746,176,7849,5,96,801
29/07/2021,Gombak,Setapak,90,3497,4,3349,0,35,113
29/07/2021,Hulu Langat,Ampang,518,20929,559,17823,6,282,2824
29/07/2021,Hulu Langat,Beranang,82,2651,78,2122,0,22,507
29/07/2021,Hulu Langat,Cheras,400,18618,436,16359,9,204,2055
29/07/2021,Hulu Langat,Hulu Langat,115,3934,90,3204,0,41,689
29/07/2021,Hulu Langat,Hulu Semenyih,0,10,0,8,0,2,0
29/07/2021,Hulu Langat,Kajang,443,27713,488,24742,8,216,2755
29/07/2021,Hulu Langat,Penjara,68,3466,66,3188,0,4,274
29/07/2021,Hulu Langat,Semenyih,126,7429,205,6372,3,55,1002
29/07/2021,Hulu Selangor,Ampang Pechah,18,616,4,539,0,6,71
29/07/2021,Hulu Selangor,Batang Kali,35,932,19,777,0,9,146
29/07/2021,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
29/07/2021,Hulu Selangor,Hulu Bernam,9,310,2,279,0,9,22
29/07/2021,Hulu Selangor,Hulu Yam,8,532,0,81,0,7,444
29/07/2021,Hulu Selangor,Kalumpang,8,343,1,314,0,3,26
29/07/2021,Hulu Selangor,Kerling,5,130,2,100,0,0,30
29/07/2021,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
29/07/2021,Hulu Selangor,Penjara,0,278,0,278,0,0,0
29/07/2021,Hulu Selangor,Pertak,2,14,0,8,0,0,6
29/07/2021,Hulu Selangor,Rasa,8,379,0,329,0,4,46
29/07/2021,Hulu Selangor,Serendah,220,6978,106,6004,1,44,930
29/07/2021,Hulu Selangor,Sungai Gumut,0,1,1,1,0,0,0
29/07/2021,Hulu Selangor,Sungai Tinggi,0,97,0,96,0,0,1
29/07/2021,Klang,Kapar,185,24395,182,23918,1,67,410
29/07/2021,Klang,Klang,1256,52627,1426,49805,2,332,2490
29/07/2021,Klang,Penjara,0,13,0,13,0,0,0
29/07/2021,Kuala Langat,Bandar,10,515,3,481,0,4,30
29/07/2021,Kuala Langat,Batu,20,496,16,422,0,8,66
29/07/2021,Kuala Langat,Jugra,8,521,16,489,0,2,30
29/07/2021,Kuala Langat,Kelanang,5,249,5,220,0,2,27
29/07/2021,Kuala Langat,Morib,16,617,8,582,0,12,23
29/07/2021,Kuala Langat,Penjara,0,307,2,298,0,0,9
29/07/2021,Kuala Langat,Tanjung 12(1),227,6934,155,6405,0,42,487
29/07/2021,Kuala Langat,Tanjung 12(2),104,2542,52,2333,2,15,194
29/07/2021,Kuala Langat,Telok Panglima Garang,242,7325,84,6850,0,41,434
29/07/2021,Kuala Selangor,Api-Api,12,312,3,243,0,2,67
29/07/2021,Kuala Selangor,Bestari Jaya,9,1949,6,1827,0,10,112
29/07/2021,Kuala Selangor,Hulu Tinggi,0,1,0,0,0,0,1
29/07/2021,Kuala Selangor,Ijok,131,5976,60,5238,0,37,701
29/07/2021,Kuala Selangor,Jeram,36,1876,24,1573,0,18,285
29/07/2021,Kuala Selangor,Kuala Selangor,31,991,6,807,0,8,176
29/07/2021,Kuala Selangor,Pasangan,0,59,0,50,0,0,9
29/07/2021,Kuala Selangor,Penjara,0,12,0,12,0,0,0
29/07/2021,Kuala Selangor,Tanjong Karang,24,956,16,819,0,13,124
29/07/2021,Kuala Selangor,Ujong Permatang,3,152,0,135,0,2,15
29/07/2021,Petaling,Bukit Raja,128,8767,115,7997,0,48,722
29/07/2021,Petaling,Damansara,606,41660,508,37168,6,246,4246
29/07/2021,Petaling,Penjara,0,18,0,17,0,1,0
29/07/2021,Petaling,Petaling,509,41870,507,38603,9,468,2799
29/07/2021,Petaling,Sungai Buloh,370,28759,355,26362,7,185,2212
29/07/2021,Sabak Bernam,Bagan Nakhoda Omar,0,184,1,165,0,5,14
29/07/2021,Sabak Bernam,Panchang Bedena,1,506,2,353,0,1,152
29/07/2021,Sabak Bernam,Pasir Panjang,1,437,2,389,0,3,45
29/07/2021,Sabak Bernam,Penjara,0,4,0,4,0,0,0
29/07/2021,Sabak Bernam,Sabak,0,494,0,444,0,7,43
29/07/2021,Sabak Bernam,Sungai Panjang,5,341,0,285,0,5,51
29/07/2021,Sepang,Dengkil,216,13682,170,12721,2,69,892
29/07/2021,Sepang,Labu,51,7242,33,6953,4,23,266
29/07/2021,Sepang,Penjara,0,89,1,89,0,0,0
29/07/2021,Sepang,Sepang,22,2433,27,2276,0,20,137
30/07/2021,Gombak,Batu,455,21156,381,18869,4,226,2061
30/07/2021,Gombak,Hulu Kelang,115,6333,64,5673,0,69,591
30/07/2021,Gombak,Kuang,40,4008,40,3626,0,21,361
30/07/2021,Gombak,Penjara,0,242,0,238,0,4,0
30/07/2021,Gombak,Rawang,117,8863,167,8016,1,97,750
30/07/2021,Gombak,Setapak,24,3521,17,3366,0,35,120
30/07/2021,Hulu Langat,Ampang,491,21420,359,18182,0,282,2956
30/07/2021,Hulu Langat,Beranang,71,2722,72,2194,0,22,506
30/07/2021,Hulu Langat,Cheras,404,19022,302,16661,1,205,2156
30/07/2021,Hulu Langat,Hulu Langat,91,4025,132,3336,0,41,648
30/07/2021,Hulu Langat,Hulu Semenyih,0,10,0,8,0,2,0
30/07/2021,Hulu Langat,Kajang,500,28213,299,25041,0,216,2956
30/07/2021,Hulu Langat,Penjara,27,3493,9,3197,0,4,292
30/07/2021,Hulu Langat,Semenyih,186,7615,183,6555,1,56,1004
30/07/2021,Hulu Selangor,Ampang Pechah,6,622,24,563,0,6,53
30/07/2021,Hulu Selangor,Batang Kali,15,947,52,829,0,9,109
30/07/2021,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
30/07/2021,Hulu Selangor,Hulu Bernam,11,321,7,286,0,9,26
30/07/2021,Hulu Selangor,Hulu Yam,1,533,0,81,1,8,444
30/07/2021,Hulu Selangor,Kalumpang,4,347,13,327,0,3,17
30/07/2021,Hulu Selangor,Kerling,5,135,4,104,0,0,31
30/07/2021,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
30/07/2021,Hulu Selangor,Penjara,0,278,0,278,0,0,0
30/07/2021,Hulu Selangor,Pertak,6,20,1,9,0,0,11
30/07/2021,Hulu Selangor,Rasa,6,385,9,338,0,4,43
30/07/2021,Hulu Selangor,Serendah,92,7070,188,6192,0,44,834
30/07/2021,Hulu Selangor,Sungai Gumut,0,1,0,1,0,0,0
30/07/2021,Hulu Selangor,Sungai Tinggi,0,97,1,97,0,0,0
30/07/2021,Klang,Kapar,159,24554,229,24147,3,70,337
30/07/2021,Klang,Klang,825,53452,1425,51230,3,335,1887
30/07/2021,Klang,Penjara,0,13,0,13,0,0,0
30/07/2021,Kuala Langat,Bandar,6,521,5,486,0,4,31
30/07/2021,Kuala Langat,Batu,12,508,1,423,0,8,77
30/07/2021,Kuala Langat,Jugra,1,522,9,498,0,2,22
30/07/2021,Kuala Langat,Kelanang,0,249,4,224,0,2,23
30/07/2021,Kuala Langat,Morib,9,626,4,586,0,12,28
30/07/2021,Kuala Langat,Penjara,0,307,0,298,0,0,9
30/07/2021,Kuala Langat,Tanjung 12(1),106,7040,74,6479,0,42,519
30/07/2021,Kuala Langat,Tanjung 12(2),42,2584,14,2347,0,15,222
30/07/2021,Kuala Langat,Telok Panglima Garang,262,7587,61,6911,1,42,634
30/07/2021,Kuala Selangor,Api-Api,13,325,9,252,0,2,71
30/07/2021,Kuala Selangor,Bestari Jaya,21,1970,28,1855,1,11,104
30/07/2021,Kuala Selangor,Hulu Tinggi,1,2,0,0,0,0,2
30/07/2021,Kuala Selangor,Ijok,88,6064,142,5380,1,38,646
30/07/2021,Kuala Selangor,Jeram,30,1906,58,1631,0,18,257
30/07/2021,Kuala Selangor,Kuala Selangor,42,1033,38,845,0,8,180
30/07/2021,Kuala Selangor,Pasangan,0,59,0,50,0,0,9
30/07/2021,Kuala Selangor,Penjara,0,12,0,12,0,0,0
30/07/2021,Kuala Selangor,Tanjong Karang,27,983,26,845,0,13,125
30/07/2021,Kuala Selangor,Ujong Permatang,3,155,5,140,0,2,13
30/07/2021,Petaling,Bukit Raja,90,8857,148,8145,0,48,664
30/07/2021,Petaling,Damansara,559,42219,960,38128,5,251,3840
30/07/2021,Petaling,Penjara,0,18,0,17,0,1,0
30/07/2021,Petaling,Petaling,424,42294,905,39508,4,472,2314
30/07/2021,Petaling,Sungai Buloh,404,29163,633,26995,7,192,1976
30/07/2021,Sabak Bernam,Bagan Nakhoda Omar,0,184,2,167,0,5,12
30/07/2021,Sabak Bernam,Panchang Bedena,24,530,13,366,0,1,163
30/07/2021,Sabak Bernam,Pasir Panjang,10,447,1,390,0,3,54
30/07/2021,Sabak Bernam,Penjara,0,4,0,4,0,0,0
30/07/2021,Sabak Bernam,Sabak,2,496,1,445,0,7,44
30/07/2021,Sabak Bernam,Sungai Panjang,5,346,0,285,0,5,56
30/07/2021,Sepang,Dengkil,168,13850,72,12793,0,69,988
30/07/2021,Sepang,Labu,46,7288,17,6970,1,24,294
30/07/2021,Sepang,Penjara,0,89,0,89,0,0,0
30/07/2021,Sepang,Sepang,32,2465,9,2285,1,21,159
31/07/2021,Gombak,Batu,279,21435,423,19292,5,231,1912
31/07/2021,Gombak,Hulu Kelang,59,6392,119,5792,2,71,529
31/07/2021,Gombak,Kuang,11,4019,80,3706,3,24,289
31/07/2021,Gombak,Penjara,0,242,0,238,0,4,0
31/07/2021,Gombak,Rawang,116,8979,173,8189,4,101,689
31/07/2021,Gombak,Setapak,8,3529,9,3375,1,36,118
31/07/2021,Hulu Langat,Ampang,636,22056,557,18739,6,288,3029
31/07/2021,Hulu Langat,Beranang,72,2794,86,2280,0,22,492
31/07/2021,Hulu Langat,Cheras,439,19461,408,17069,3,208,2184
31/07/2021,Hulu Langat,Hulu Langat,119,4144,92,3428,0,41,675
31/07/2021,Hulu Langat,Hulu Semenyih,0,10,2,10,0,2,0
31/07/2021,Hulu Langat,Kajang,554,28767,407,25448,2,218,3101
31/07/2021,Hulu Langat,Penjara,44,3537,92,3289,2,6,242
31/07/2021,Hulu Langat,Semenyih,242,7857,135,6690,3,59,1108
31/07/2021,Hulu Selangor,Ampang Pechah,8,630,6,569,0,6,55
31/07/2021,Hulu Selangor,Batang Kali,19,966,33,862,0,9,95
31/07/2021,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
31/07/2021,Hulu Selangor,Hulu Bernam,0,321,10,296,0,9,16
31/07/2021,Hulu Selangor,Hulu Yam,7,540,0,81,0,8,451
31/07/2021,Hulu Selangor,Kalumpang,2,349,1,328,1,4,17
31/07/2021,Hulu Selangor,Kerling,5,140,4,108,0,0,32
31/07/2021,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
31/07/2021,Hulu Selangor,Penjara,0,278,0,278,0,0,0
31/07/2021,Hulu Selangor,Pertak,0,20,2,11,0,0,9
31/07/2021,Hulu Selangor,Rasa,4,389,7,345,0,4,40
31/07/2021,Hulu Selangor,Serendah,320,7390,300,6492,0,44,854
31/07/2021,Hulu Selangor,Sungai Gumut,0,1,0,1,0,0,0
31/07/2021,Hulu Selangor,Sungai Tinggi,0,97,0,97,0,0,0
31/07/2021,Klang,Kapar,151,24705,147,24294,1,71,340
31/07/2021,Klang,Klang,974,54426,774,52004,3,338,2084
31/07/2021,Klang,Penjara,0,13,0,13,0,0,0
31/07/2021,Kuala Langat,Bandar,8,529,11,497,0,4,28
31/07/2021,Kuala Langat,Batu,8,516,10,433,0,8,75
31/07/2021,Kuala Langat,Jugra,9,531,5,503,0,2,26
31/07/2021,Kuala Langat,Kelanang,10,259,8,232,0,2,25
31/07/2021,Kuala Langat,Morib,12,638,1,587,0,12,39
31/07/2021,Kuala Langat,Penjara,0,307,9,307,0,0,0
31/07/2021,Kuala Langat,Tanjung 12(1),96,7136,123,6602,1,43,491
31/07/2021,Kuala Langat,Tanjung 12(2),26,2610,40,2387,1,16,207
31/07/2021,Kuala Langat,Telok Panglima Garang,71,7658,135,7046,0,42,570
31/07/2021,Kuala Selangor,Api-Api,12,337,11,263,0,2,72
31/07/2021,Kuala Selangor,Bestari Jaya,33,2003,19,1874,0,11,118
31/07/2021,Kuala Selangor,Hulu Tinggi,0,2,0,0,0,0,2
31/07/2021,Kuala Selangor,Ijok,75,6139,97,5477,2,40,622
31/07/2021,Kuala Selangor,Jeram,22,1928,32,1663,1,19,246
31/07/2021,Kuala Selangor,Kuala Selangor,29,1062,26,871,0,8,183
31/07/2021,Kuala Selangor,Pasangan,0,59,1,51,0,0,8
31/07/2021,Kuala Selangor,Penjara,0,12,0,12,0,0,0
31/07/2021,Kuala Selangor,Tanjong Karang,12,995,20,865,0,13,117
31/07/2021,Kuala Selangor,Ujong Permatang,20,175,0,140,0,2,33
31/07/2021,Petaling,Bukit Raja,120,8977,97,8242,1,49,686
31/07/2021,Petaling,Damansara,629,42848,1036,39164,1,252,3432
31/07/2021,Petaling,Penjara,0,18,0,17,0,1,0
31/07/2021,Petaling,Petaling,423,42717,595,40103,5,477,2137
31/07/2021,Petaling,Sungai Buloh,319,29482,357,27352,3,195,1935
31/07/2021,Sabak Bernam,Bagan Nakhoda Omar,0,184,0,167,0,5,12
31/07/2021,Sabak Bernam,Panchang Bedena,10,540,28,394,1,2,144
31/07/2021,Sabak Bernam,Pasir Panjang,7,454,8,398,1,4,52
31/07/2021,Sabak Bernam,Penjara,0,4,0,4,0,0,0
31/07/2021,Sabak Bernam,Sabak,11,507,20,465,0,7,35
31/07/2021,Sabak Bernam,Sungai Panjang,20,366,16,301,0,5,60
31/07/2021,Sepang,Dengkil,265,14115,171,12964,1,70,1081
31/07/2021,Sepang,Labu,47,7335,79,7049,0,24,262
31/07/2021,Sepang,Penjara,0,89,0,89,0,0,0
31/07/2021,Sepang,Sepang,28,2493,31,2316,0,21,156
01/08/2021,Gombak,Batu,236,21671,482,19774,9,240,1657
01/08/2021,Gombak,Hulu Kelang,95,6487,116,5908,0,71,508
01/08/2021,Gombak,Kuang,11,4030,73,3779,2,26,225
01/08/2021,Gombak,Penjara,0,242,0,238,0,4,0
01/08/2021,Gombak,Rawang,23,9002,171,8360,5,106,536
01/08/2021,Gombak,Setapak,9,3538,11,3386,0,36,116
01/08/2021,Hulu Langat,Ampang,573,22629,403,19142,1,289,3198
01/08/2021,Hulu Langat,Beranang,71,2865,77,2357,0,22,486
01/08/2021,Hulu Langat,Cheras,351,19812,311,17380,1,209,2223
01/08/2021,Hulu Langat,Hulu Langat,90,4234,70,3498,0,41,695
01/08/2021,Hulu Langat,Hulu Semenyih,0,10,0,10,0,2,0
01/08/2021,Hulu Langat,Kajang,529,29296,433,25881,3,221,3194
01/08/2021,Hulu Langat,Penjara,4,3541,76,3365,0,6,170
01/08/2021,Hulu Langat,Semenyih,201,8058,164,6854,2,61,1143
01/08/2021,Hulu Selangor,Ampang Pechah,30,660,12,581,0,6,73
01/08/2021,Hulu Selangor,Batang Kali,56,1022,20,882,0,9,131
01/08/2021,Hulu Selangor,Buluh Telur,1,2,0,1,0,0,1
01/08/2021,Hulu Selangor,Hulu Bernam,14,335,3,299,0,9,27
01/08/2021,Hulu Selangor,Hulu Yam,29,569,0,81,0,8,480
01/08/2021,Hulu Selangor,Kalumpang,11,360,3,331,0,4,25
01/08/2021,Hulu Selangor,Kerling,4,144,3,111,1,1,32
01/08/2021,Hulu Selangor,Kuala Kalumpang,1,1,0,0,0,0,1
01/08/2021,Hulu Selangor,Penjara,0,278,0,278,0,0,0
01/08/2021,Hulu Selangor,Pertak,13,33,0,11,0,0,22
01/08/2021,Hulu Selangor,Rasa,16,405,6,351,0,4,50
01/08/2021,Hulu Selangor,Serendah,386,7776,116,6608,0,44,1124
01/08/2021,Hulu Selangor,Sungai Gumut,0,1,0,1,0,0,0
01/08/2021,Hulu Selangor,Sungai Tinggi,0,97,0,97,0,0,0
01/08/2021,Klang,Kapar,285,24990,172,24466,1,72,452
01/08/2021,Klang,Klang,1661,56087,1080,53084,1,339,2664
01/08/2021,Klang,Penjara,0,13,0,13,0,0,0
01/08/2021,Kuala Langat,Bandar,3,532,6,503,0,4,25
01/08/2021,Kuala Langat,Batu,8,524,18,451,0,8,65
01/08/2021,Kuala Langat,Jugra,7,538,4,507,0,2,29
01/08/2021,Kuala Langat,Kelanang,3,262,11,243,0,2,17
01/08/2021,Kuala Langat,Morib,9,647,2,589,0,12,46
01/08/2021,Kuala Langat,Penjara,0,307,0,307,0,0,0
01/08/2021,Kuala Langat,Tanjung 12(1),88,7224,115,6717,0,43,464
01/08/2021,Kuala Langat,Tanjung 12(2),36,2646,30,2417,0,16,213
01/08/2021,Kuala Langat,Telok Panglima Garang,58,7716,99,7145,0,42,529
01/08/2021,Kuala Selangor,Api-Api,9,346,15,278,0,2,66
01/08/2021,Kuala Selangor,Bestari Jaya,15,2018,12,1886,0,11,121
01/08/2021,Kuala Selangor,Hulu Tinggi,0,2,0,0,0,0,2
01/08/2021,Kuala Selangor,Ijok,92,6231,187,5664,1,41,526
01/08/2021,Kuala Selangor,Jeram,36,1964,72,1735,1,20,209
01/08/2021,Kuala Selangor,Kuala Selangor,28,1090,21,892,0,8,190
01/08/2021,Kuala Selangor,Pasangan,0,59,4,55,0,0,4
01/08/2021,Kuala Selangor,Penjara,0,12,0,12,0,0,0
01/08/2021,Kuala Selangor,Tanjong Karang,10,1005,17,882,0,13,110
01/08/2021,Kuala Selangor,Ujong Permatang,4,179,1,141,0,2,36
01/08/2021,Petaling,Bukit Raja,53,9030,306,8548,1,50,432
01/08/2021,Petaling,Damansara,271,43119,1158,40322,6,258,2539
01/08/2021,Petaling,Penjara,0,18,0,17,0,1,0
01/08/2021,Petaling,Petaling,270,42987,686,40789,7,484,1714
01/08/2021,Petaling,Sungai Buloh,232,29714,578,27930,8,203,1581
01/08/2021,Sabak Bernam,Bagan Nakhoda Omar,0,184,1,168,0,5,11
01/08/2021,Sabak Bernam,Panchang Bedena,37,577,54,448,0,2,127
01/08/2021,Sabak Bernam,Pasir Panjang,2,456,15,413,1,5,38
01/08/2021,Sabak Bernam,Penjara,0,4,0,4,0,0,0
01/08/2021,Sabak Bernam,Sabak,5,512,8,473,1,8,31
01/08/2021,Sabak Bernam,Sungai Panjang,1,367,4,305,0,5,57
01/08/2021,Sepang,Dengkil,216,14331,179,13143,1,71,1117
01/08/2021,Sepang,Labu,90,7425,40,7089,1,25,311
01/08/2021,Sepang,Penjara,0,89,0,89,0,0,0
01/08/2021,Sepang,Sepang,43,2536,22,2338,0,21,177
02/08/2021,Gombak,Batu,298,21969,381,20155,13,253,1561
02/08/2021,Gombak,Hulu Kelang,35,6522,86,5994,2,73,455
02/08/2021,Gombak,Kuang,44,4074,66,3845,1,27,202
02/08/2021,Gombak,Penjara,0,242,0,238,0,4,0
02/08/2021,Gombak,Rawang,70,9072,133,8493,5,111,468
02/08/2021,Gombak,Setapak,4,3542,20,3406,0,36,100
02/08/2021,Hulu Langat,Ampang,568,23197,555,19697,7,296,3204
02/08/2021,Hulu Langat,Beranang,65,2930,70,2427,1,23,480
02/08/2021,Hulu Langat,Cheras,328,20140,343,17723,6,215,2202
02/08/2021,Hulu Langat,Hulu Langat,148,4382,115,3613,2,43,726
02/08/2021,Hulu Langat,Hulu Semenyih,0,10,0,10,-2,0,0
02/08/2021,Hulu Langat,Kajang,470,29766,479,26360,7,228,3178
02/08/2021,Hulu Langat,Penjara,15,3556,14,3379,0,6,171
